date,away,home,pred_winner,fav_win_prob,total_pick_long,total_pick_short,total_val,total_confidence,under_conf,under_100_ret,under_pct_ret,over_conf,over_100_ret,over_pct_ret,runline_pick_long,runline_pick_short,runline_val,runline_confidence,away_rl_conf,away_rl_100_ret,away_rl_pct_ret,home_rl_conf,home_rl_100_ret,home_rl_pct_ret,ml_pick_long,ml_pick_short,ml_val,moneyline_confidence,away_ml_conf,away_ml_100,away_ml_pct_ret,home_ml_conf,home_ml_100_ret,home_ml_pct_ret,game,pred_away_runs,pred_away_hits,pred_away_errors,pred_away_at_bats,pred_away_homeruns,pred_away_walks,pred_away_strikeouts,pred_home_runs,pred_home_hits,pred_home_errors,pred_home_at_bats,pred_home_homeruns,pred_home_walks,pred_home_strikeouts
2020-08-08,COL,SEA,SEA,52.4%,Under 9.0 (-105),Under,9.0,1,49.12%,$107.60,7.60%,39.99%,$83.90,-16.10%,No Pick,No Pick,,No Pick,65.14%,$99.40,-0.60%,34.86%,$90.60,-9.40%,No Pick,No Pick,,No Pick,47.56%,$95.10,-4.90%,52.44%,$98.40,-1.60%,1,4.31,9.36,0.65,35.2,1.33,2.8,6.72,4.33,8.99,0.63,33.35,1.14,3.15,6.27
2020-08-09,ATL,PHI,ATL,52.7%,Over 8.0 (+110),Over,8.0,1,46.23%,$89.10,-10.90%,45.55%,$104.20,4.20%,ATL -1.5 (+170),Away,-1.5,1,40.96%,$110.60,10.60%,59.04%,$91.00,-9.00%,ATL +100,Away,,1,52.66%,$105.30,5.30%,47.34%,$90.40,-9.60%,1,4.25,7.51,0.46,27.91,1.19,2.63,5.92,3.79,6.97,0.47,26.22,0.86,2.61,5.27
2020-08-09,NYY,TB,TB,55.5%,No Pick,No Pick,,No Pick,50.53%,$97.30,-2.70%,49.47%,$93.60,-6.40%,TB -1.5 (+164),Home,-1.5,1,62.04%,$93.70,-6.30%,37.96%,$100.20,0.20%,TB -122,Home,,1,44.48%,$91.60,-8.40%,55.52%,$101.00,1.00%,1,4.09,8.51,0.53,34.69,1.0,2.99,8.77,4.39,8.44,0.52,33.06,1.11,3.12,7.44
2020-08-09,MIA,NYM,NYM,62.0%,No Pick,No Pick,,No Pick,50.75%,$92.40,-7.60%,49.25%,$98.50,-1.50%,MIA +1.5 (-104),Away,1.5,1,55.25%,$108.40,8.40%,44.75%,$84.70,-15.30%,MIA +210,Away,,1,38.00%,$117.80,17.80%,62.00%,$87.30,-12.70%,1,3.3,7.89,0.6,34.07,0.83,2.49,9.21,4.23,8.68,0.55,33.03,1.06,3.17,6.69
2020-08-09,DET,PIT,DET,52.0%,No Pick,No Pick,,No Pick,45.31%,$95.50,-4.50%,43.71%,$95.40,-4.60%,PIT +1.5 (-132),Home,1.5,1,40.25%,$85.30,-14.70%,59.75%,$105.00,5.00%,PIT +124,Home,,1,51.98%,$88.60,-11.40%,48.02%,$107.60,7.60%,1,4.74,9.33,0.64,35.29,1.07,3.56,7.46,4.34,8.86,0.69,33.5,0.84,3.25,7.12
2020-08-09,TOR,BOS,BOS,57.3%,Over 10.0 (-108),Over,10.0,1,44.13%,$90.10,-9.90%,48.54%,$100.90,0.90%,No Pick,No Pick,,No Pick,60.23%,$99.80,-0.20%,39.77%,$90.70,-9.30%,No Pick,No Pick,,No Pick,42.71%,$99.90,-0.10%,57.29%,$94.50,-5.50%,1,4.99,8.96,0.65,34.94,1.09,3.23,7.98,5.46,9.09,0.66,33.4,1.12,3.53,6.64
2020-08-09,MIN,KC,MIN,60.5%,Over 9.5 (-110),Over,9.5,1,45.71%,$87.30,-12.70%,54.29%,$103.60,3.60%,No Pick,No Pick,,No Pick,49.39%,$95.10,-4.90%,50.61%,$97.50,-2.50%,MIN -152,Away,,1,60.54%,$100.40,0.40%,39.46%,$91.60,-8.40%,1,5.74,9.73,0.67,35.7,1.38,3.66,7.14,4.53,8.82,0.72,33.71,0.92,2.85,7.2
2020-08-09,CIN,MIL,MIL,54.6%,Over 7.0 (-120),Over,7.0,2,34.87%,$78.10,-21.90%,53.57%,$111.00,11.00%,MIL -1.5 (+180),Home,-1.5,1,62.99%,$92.30,-7.70%,37.01%,$103.60,3.60%,MIL -120,Home,,1,45.41%,$92.60,-7.40%,54.59%,$100.10,0.10%,1,3.9,8.02,0.64,34.27,0.89,2.72,8.52,4.12,7.73,0.58,32.51,0.84,3.41,8.37
2020-08-09,LAA,TEX,TEX,60.3%,Over 8.0 (-102),Over,8.0,1,42.41%,$84.70,-15.30%,49.41%,$106.60,6.60%,TEX +1.5 (-164),Home,1.5,3,28.38%,$67.50,-32.50%,71.62%,$115.30,15.30%,TEX -102,Home,,2,39.74%,$75.20,-24.80%,60.26%,$119.30,19.30%,1,3.86,8.12,0.55,34.13,0.89,3.08,8.65,4.62,8.59,0.56,32.81,1.18,3.2,7.34
2020-08-09,HOU,OAK,OAK,59.7%,Over 8.0 (-106),Over,8.0,1,42.79%,$87.50,-12.50%,49.02%,$103.80,3.80%,No Pick,No Pick,,No Pick,57.66%,$95.10,-4.90%,42.34%,$97.40,-2.60%,No Pick,No Pick,,No Pick,40.27%,$92.60,-7.40%,59.73%,$99.50,-0.50%,1,3.87,8.25,0.58,34.3,0.88,3.03,7.93,4.57,8.51,0.57,32.78,1.1,3.2,6.26
2020-08-09,SF,LAD,LAD,61.2%,Under 8.5 (-114),Under,8.5,1,55.02%,$103.30,3.30%,44.98%,$87.40,-12.60%,SF +1.5 (+106),Away,1.5,2,56.12%,$115.60,15.60%,43.88%,$79.30,-20.70%,SF +230,Away,,2,38.82%,$128.10,28.10%,61.18%,$83.80,-16.20%,1,3.57,8.01,0.56,34.27,1.03,2.51,8.56,4.41,8.61,0.5,33.13,1.24,3.26,7.16
2020-08-09,ARI,SD,SD,57.4%,Under 8.0 (-114),Under,8.0,1,49.31%,$100.80,0.80%,42.51%,$90.00,-10.00%,ARI +1.5 (-126),Away,1.5,1,60.16%,$107.90,7.90%,39.84%,$82.90,-17.10%,ARI +160,Away,,1,42.65%,$110.90,10.90%,57.35%,$88.20,-11.80%,1,3.61,8.62,0.63,34.89,1.02,2.77,8.53,4.09,8.67,0.53,33.4,1.12,3.12,7.06
2020-08-09,COL,SEA,COL,50.9%,Over 8.0 (-102),Over,8.0,1,44.85%,$89.60,-10.40%,46.94%,$101.30,1.30%,SEA +1.5 (-122),Home,1.5,2,39.16%,$79.90,-20.10%,60.84%,$110.70,10.70%,SEA +134,Home,,2,50.93%,$84.00,-16.00%,49.07%,$114.80,14.80%,1,4.25,9.24,0.64,35.16,1.12,3.67,7.1,3.95,8.98,0.67,33.71,0.98,2.98,6.89
2020-08-09,ATL,PHI,ATL,56.7%,Over 6.5 (-104),Over,6.5,3,35.17%,$65.00,-35.00%,64.83%,$127.20,27.20%,ATL -1.5 (+135),Away,-1.5,1,45.21%,$106.20,6.20%,54.79%,$92.60,-7.40%,ATL -108,Away,,1,56.66%,$109.10,9.10%,43.34%,$83.50,-16.50%,1,4.41,7.6,0.48,27.82,1.16,2.73,5.46,3.58,6.93,0.54,26.13,0.8,2.33,5.59
2020-08-09,CLE,CHW,CLE,58.9%,Over 7.5 (+106),Over,7.5,3,40.49%,$71.60,-28.40%,59.51%,$122.60,22.60%,No Pick,No Pick,,No Pick,47.57%,$98.00,-2.00%,52.43%,$94.70,-5.30%,No Pick,No Pick,,No Pick,58.85%,$98.10,-1.90%,41.15%,$94.60,-5.40%,1,4.87,8.69,0.55,34.91,1.18,3.33,8.3,3.83,7.94,0.62,33.26,0.92,2.4,8.89
2020-08-10,ATL,PHI,ATL,52.2%,Over 9.0 (-104),Over,9.0,1,43.54%,$90.40,-9.60%,45.48%,$100.20,0.20%,ATL +1.5 (-146),Away,1.5,3,69.52%,$117.10,17.10%,30.48%,$68.30,-31.70%,ATL +132,Away,,2,52.16%,$121.00,21.00%,47.84%,$79.30,-20.70%,1,4.85,8.84,0.61,35.04,1.3,3.16,8.62,4.43,8.44,0.58,33.19,1.06,3.36,6.93
2020-08-10,CHW,DET,CHW,50.9%,Over 9.0 (-120),Over,9.0,1,38.93%,$86.50,-13.50%,50.23%,$103.30,3.30%,DET +1.5 (-132),Home,1.5,1,39.13%,$83.00,-17.00%,60.87%,$107.00,7.00%,DET +120,Home,,1,50.90%,$87.80,-12.20%,49.10%,$108.00,8.00%,1,5.05,9.7,0.73,35.69,1.21,3.21,6.86,4.76,9.34,0.67,34.04,0.92,3.15,6.3
2020-08-10,WSH,NYM,WSH,52.2%,No Pick,No Pick,,No Pick,48.83%,$95.30,-4.70%,51.17%,$95.70,-4.30%,No Pick,No Pick,,No Pick,40.43%,$93.00,-7.00%,59.57%,$98.30,-1.70%,No Pick,No Pick,,No Pick,52.15%,$94.90,-5.10%,47.85%,$98.60,-1.40%,1,4.54,9.43,0.61,35.8,1.29,3.13,7.92,4.13,8.55,0.61,33.57,1.12,3.17,7.99
2020-08-10,TB,BOS,TB,55.8%,Over 9.5 (-105),Over,9.5,1,46.84%,$87.90,-12.10%,53.16%,$103.80,3.80%,No Pick,No Pick,,No Pick,44.29%,$97.40,-2.60%,55.71%,$94.90,-5.10%,TB -126,Away,,1,55.80%,$100.10,0.10%,44.20%,$92.80,-7.20%,1,5.45,9.29,0.71,35.28,1.05,3.59,7.97,4.7,8.78,0.64,33.76,0.98,2.67,7.3
2020-08-10,MIN,MIL,MIN,50.1%,No Pick,No Pick,,No Pick,47.91%,$94.90,-5.10%,52.09%,$95.50,-4.50%,No Pick,No Pick,,No Pick,67.55%,$99.70,-0.30%,32.45%,$89.60,-10.40%,MIN +106,Away,,1,50.05%,$103.10,3.10%,49.95%,$90.90,-9.10%,1,4.5,8.51,0.65,34.68,0.89,3.29,7.89,4.28,8.57,0.7,33.27,0.82,2.89,6.74
2020-08-10,ARI,COL,COL,51.8%,No Pick,No Pick,,No Pick,47.85%,$93.40,-6.60%,52.15%,$97.90,-2.10%,ARI +1.5 (-164),Away,1.5,1,65.80%,$105.90,5.90%,34.20%,$81.40,-18.60%,ARI +110,Away,,1,48.24%,$101.30,1.30%,51.76%,$92.20,-7.80%,1,5.98,9.29,0.68,35.12,0.91,3.05,6.91,5.93,8.49,0.66,33.09,1.06,3.65,7.56
2020-08-10,SEA,TEX,TEX,62.3%,Over 9.0 (-105),Over,9.0,2,38.38%,$80.50,-19.50%,50.80%,$111.20,11.20%,SEA +1.5 (-122),Away,1.5,1,54.96%,$100.00,0.00%,45.04%,$91.90,-8.10%,No Pick,No Pick,,No Pick,37.73%,$97.30,-2.70%,62.27%,$96.10,-3.90%,1,4.46,8.68,0.68,34.66,0.93,3.02,7.58,5.41,9.31,0.7,33.49,1.28,3.79,6.26
2020-08-10,SF,HOU,HOU,55.2%,Over 9.0 (-102),Over,9.0,1,40.02%,$82.30,-17.70%,49.09%,$109.10,9.10%,SF +1.5 (-118),Away,1.5,2,62.40%,$115.30,15.30%,37.60%,$75.20,-24.80%,SF +174,Away,,2,44.83%,$122.80,22.80%,55.17%,$82.70,-17.30%,1,4.71,8.97,0.62,34.74,1.19,2.87,6.74,4.98,8.93,0.52,33.22,1.1,3.47,6.41
2020-08-10,OAK,LAA,OAK,54.2%,Under 9.5 (-120),Under,9.5,1,58.19%,$106.70,6.70%,41.81%,$82.80,-17.20%,No Pick,No Pick,,No Pick,42.56%,$93.60,-6.40%,57.44%,$97.90,-2.10%,No Pick,No Pick,,No Pick,54.18%,$98.60,-1.40%,45.82%,$94.40,-5.60%,1,4.73,9.18,0.55,35.27,1.08,3.51,7.27,4.13,8.65,0.59,33.54,1.09,2.75,7.08
2020-08-10,SD,LAD,LAD,60.8%,Under 8.5 (-102),Under,8.5,2,58.45%,$115.80,15.80%,41.55%,$76.20,-23.80%,SD +1.5 (-110),Away,1.5,1,56.51%,$107.90,7.90%,43.49%,$84.50,-15.50%,SD +182,Away,,1,39.19%,$110.50,10.50%,60.81%,$89.80,-10.20%,1,3.39,8.21,0.6,34.6,0.85,2.4,8.12,4.2,8.55,0.57,33.03,0.98,3.15,6.88
2020-08-11,MIA,TOR,TOR,54.4%,Over 8.5 (-105),Over,8.5,1,45.85%,$85.70,-14.30%,54.15%,$105.70,5.70%,MIA +1.5 (-148),Away,1.5,1,63.16%,$105.80,5.80%,36.84%,$83.30,-16.70%,MIA +140,Away,,1,45.58%,$109.40,9.40%,54.42%,$88.00,-12.00%,1,4.41,8.88,0.6,34.92,0.95,3.04,7.82,4.61,8.59,0.65,33.13,1.14,3.15,6.85
2020-08-11,KC,CIN,CIN,65.7%,No Pick,No Pick,,No Pick,47.63%,$94.30,-5.70%,52.37%,$96.00,-4.00%,No Pick,No Pick,,No Pick,51.22%,$93.90,-6.10%,48.78%,$98.50,-1.50%,CIN -178,Home,,1,34.27%,$87.00,-13.00%,65.73%,$102.70,2.70%,1,3.76,7.62,0.71,33.81,0.81,3.02,9.34,5.06,8.93,0.63,33.26,1.14,3.38,6.66
2020-08-11,ATL,NYY,NYY,52.1%,Over 9.5 (+100),Over,9.5,1,46.97%,$85.50,-14.50%,53.03%,$106.10,6.10%,ATL +1.5 (-158),Away,1.5,2,65.43%,$106.80,6.80%,34.57%,$80.90,-19.10%,ATL +130,Away,,1,47.86%,$110.10,10.10%,52.14%,$86.90,-13.10%,1,5.07,9.03,0.6,35.05,1.36,3.19,7.18,5.06,8.87,0.52,33.55,1.13,3.7,7.56
2020-08-11,BAL,PHI,PHI,57.2%,Over 9.0 (+100),Over,9.0,2,36.35%,$74.10,-25.90%,52.97%,$118.60,18.60%,BAL +1.5 (-130),Away,1.5,1,60.35%,$106.80,6.80%,39.65%,$83.30,-16.70%,BAL +172,Away,,1,42.83%,$116.50,16.50%,57.17%,$85.80,-14.20%,1,4.83,9.26,0.65,35.57,0.99,2.95,7.34,5.29,9.36,0.67,34.04,1.24,3.13,6.3
2020-08-11,WSH,NYM,WSH,57.4%,Under 8.5 (+100),Under,8.5,1,50.39%,$100.80,0.80%,49.61%,$90.30,-9.70%,NYM +1.5 (-116),Home,1.5,1,45.98%,$91.10,-8.90%,54.02%,$100.60,0.60%,NYM +144,Home,,1,57.38%,$91.90,-8.10%,42.62%,$104.00,4.00%,1,4.7,9.76,0.59,35.9,1.27,3.36,7.33,3.8,8.29,0.6,33.49,0.9,3.31,8.38
2020-08-11,CHW,DET,DET,54.0%,Under 9.0 (-102),Under,9.0,1,48.79%,$108.50,8.50%,40.30%,$82.90,-17.10%,DET +1.5 (-162),Home,1.5,2,34.21%,$80.70,-19.30%,65.79%,$106.40,6.40%,DET +106,Home,,2,46.01%,$83.70,-16.30%,53.99%,$111.20,11.20%,1,4.26,8.91,0.65,34.79,1.07,2.55,7.41,4.42,8.65,0.57,33.02,0.99,3.52,6.66
2020-08-11,CHC,CLE,CHC,53.8%,Under 9.0 (-102),Under,9.0,1,48.55%,$107.90,7.90%,40.54%,$83.40,-16.60%,CHC -1.5 (+146),Away,-1.5,1,42.12%,$103.60,3.60%,57.88%,$91.10,-8.90%,CHC -104,Away,,1,53.76%,$105.50,5.50%,46.24%,$88.30,-11.70%,1,4.64,9.38,0.55,35.62,1.25,3.06,7.1,4.07,8.77,0.63,33.74,0.88,3.04,6.77
2020-08-11,TB,BOS,TB,58.7%,No Pick,No Pick,,No Pick,52.08%,$96.20,-3.80%,47.92%,$94.00,-6.00%,TB +1.5 (-205),Away,1.5,3,75.17%,$111.80,11.80%,24.83%,$67.50,-32.50%,TB -120,Away,,1,58.69%,$107.60,7.60%,41.31%,$84.30,-15.70%,1,5.7,9.77,0.69,35.71,1.08,3.76,7.14,4.68,8.75,0.7,33.91,1.0,2.86,7.61
2020-08-11,MIN,MIL,MIN,55.5%,No Pick,No Pick,,No Pick,44.84%,$98.30,-1.70%,44.18%,$92.80,-7.20%,MIN +1.5 (-210),Away,1.5,2,72.53%,$107.10,7.10%,27.47%,$75.80,-24.20%,MIN +102,Away,,2,55.54%,$112.20,12.20%,44.46%,$82.80,-17.20%,1,4.93,8.62,0.53,34.74,1.14,3.53,7.68,4.2,8.16,0.67,33.16,0.92,2.83,7.52
2020-08-11,ARI,COL,ARI,54.5%,Over 11.5 (+100),Over,11.5,2,44.49%,$81.00,-19.00%,55.51%,$111.00,11.00%,ARI +1.5 (-198),Away,1.5,2,71.63%,$107.80,7.80%,28.37%,$75.50,-24.50%,ARI -110,Away,,1,54.51%,$104.10,4.10%,45.49%,$89.20,-10.80%,1,6.46,9.51,0.66,35.37,1.09,3.06,6.37,5.83,8.5,0.63,33.19,1.0,3.49,7.72
2020-08-11,SEA,TEX,TEX,58.0%,Over 8.5 (-104),Over,8.5,2,41.34%,$76.40,-23.60%,58.66%,$115.10,15.10%,No Pick,No Pick,,No Pick,59.54%,$94.20,-5.80%,40.46%,$98.70,-1.30%,TEX -128,Home,,1,42.05%,$89.20,-10.80%,57.95%,$103.20,3.20%,1,4.5,8.89,0.64,34.87,1.05,2.98,7.66,5.03,9.14,0.56,33.56,1.22,3.03,6.36
2020-08-11,SF,HOU,HOU,61.3%,Over 9.5 (-104),Over,9.5,1,47.91%,$88.50,-11.50%,52.09%,$102.20,2.20%,HOU -1.5 (+130),Home,-1.5,1,56.05%,$92.40,-7.60%,43.95%,$101.10,1.10%,No Pick,No Pick,,No Pick,38.75%,$96.90,-3.10%,61.25%,$96.40,-3.60%,1,4.59,8.85,0.68,34.8,1.09,3.05,7.19,5.44,9.08,0.52,33.52,1.32,3.89,6.47
2020-08-11,OAK,LAA,LAA,50.1%,No Pick,No Pick,,No Pick,44.88%,$98.00,-2.00%,44.13%,$93.10,-6.90%,OAK +1.5 (-142),Away,1.5,3,67.37%,$114.80,14.80%,32.63%,$71.80,-28.20%,OAK +148,Away,,2,49.87%,$123.70,23.70%,50.13%,$79.60,-20.40%,1,4.66,9.15,0.62,35.43,1.17,3.08,7.63,4.46,9.02,0.63,33.81,1.23,3.01,6.13
2020-08-11,SD,LAD,LAD,61.8%,No Pick,No Pick,,No Pick,51.55%,$99.30,-0.70%,48.45%,$91.70,-8.30%,LAD -1.5 (+136),Home,-1.5,1,55.50%,$89.80,-10.20%,44.50%,$105.00,5.00%,LAD -156,Home,,1,38.24%,$90.20,-9.80%,61.76%,$101.30,1.30%,1,3.74,8.32,0.56,34.59,0.99,2.55,8.29,4.64,8.57,0.5,33.16,1.27,3.39,7.37
2020-08-12,CHW,DET,DET,58.0%,Over 9.5 (+110),Over,9.5,1,51.65%,$90.20,-9.80%,48.35%,$101.50,1.50%,DET +1.5 (-136),Home,1.5,3,30.46%,$65.80,-34.20%,69.54%,$120.70,20.70%,DET +116,Home,,3,42.05%,$73.90,-26.10%,57.95%,$125.20,25.20%,1,4.54,9.24,0.64,35.28,1.25,2.77,7.43,5.07,9.22,0.62,33.53,1.23,3.53,6.67
2020-08-12,ARI,COL,COL,54.1%,Under 12.5 (-105),Under,12.5,1,53.74%,$104.90,4.90%,46.26%,$86.50,-13.50%,No Pick,No Pick,,No Pick,63.48%,$94.50,-5.50%,36.52%,$99.30,-0.70%,COL -102,Home,,1,45.90%,$86.90,-13.10%,54.10%,$107.10,7.10%,1,5.94,9.19,0.64,34.99,0.9,3.09,6.55,6.11,8.78,0.65,33.34,1.06,3.04,7.32
2020-08-12,OAK,LAA,OAK,53.8%,Under 9.5 (-110),Under,9.5,2,57.69%,$110.10,10.10%,42.31%,$80.80,-19.20%,OAK +1.5 (-210),Away,1.5,2,70.98%,$104.80,4.80%,29.02%,$80.10,-19.90%,OAK -108,Away,,1,53.77%,$103.60,3.60%,46.23%,$89.00,-11.00%,1,4.74,8.97,0.5,35.08,1.12,3.47,7.58,4.18,8.62,0.6,33.32,1.07,2.93,6.93
2020-08-12,CHC,CLE,CHC,50.8%,No Pick,No Pick,,No Pick,46.60%,$95.10,-4.90%,53.40%,$95.10,-4.90%,CHC +1.5 (-205),Away,1.5,1,68.20%,$101.50,1.50%,31.80%,$86.50,-13.50%,CHC +106,Away,,1,50.75%,$104.50,4.50%,49.25%,$89.60,-10.40%,1,4.14,8.69,0.6,35.01,1.09,2.95,8.39,3.86,8.46,0.61,33.46,0.91,2.8,7.1
2020-08-12,MIA,TOR,TOR,52.6%,Over 8.5 (-115),Over,8.5,1,43.86%,$85.60,-14.40%,56.14%,$105.00,5.00%,MIA +1.5 (-132),Away,1.5,2,64.95%,$114.20,14.20%,35.05%,$74.30,-25.70%,MIA +152,Away,,2,47.38%,$119.40,19.40%,52.62%,$82.50,-17.50%,1,4.6,8.88,0.62,34.73,1.11,3.21,7.43,4.64,8.43,0.58,32.99,1.22,3.44,7.14
2020-08-12,KC,CIN,CIN,57.0%,Under 9.5 (-105),Under,9.5,1,55.50%,$108.40,8.40%,44.50%,$83.20,-16.80%,CIN -1.5 (+160),Home,-1.5,1,60.57%,$92.50,-7.50%,39.43%,$102.50,2.50%,CIN -116,Home,,1,43.05%,$87.00,-13.00%,56.95%,$106.10,6.10%,1,4.36,8.3,0.64,34.3,0.92,3.2,7.94,4.8,8.61,0.62,32.96,0.86,3.47,6.67
2020-08-12,BAL,PHI,PHI,52.3%,Over 9.5 (-118),Over,9.5,1,44.84%,$88.00,-12.00%,55.16%,$101.90,1.90%,BAL +1.5 (-126),Away,1.5,3,65.30%,$117.10,17.10%,34.70%,$72.20,-27.80%,BAL +162,Away,,2,47.73%,$125.10,25.10%,52.27%,$80.10,-19.90%,1,5.19,9.54,0.62,35.81,1.2,2.81,7.54,5.19,9.29,0.64,34.2,1.35,2.76,6.14
2020-08-12,ATL,NYY,NYY,61.0%,Over 9.5 (+100),Over,9.5,1,46.02%,$83.70,-16.30%,53.98%,$108.00,8.00%,ATL +1.5 (-126),Away,1.5,1,56.27%,$100.90,0.90%,43.73%,$91.00,-9.00%,No Pick,No Pick,,No Pick,38.96%,$99.70,-0.30%,61.04%,$95.00,-5.00%,1,4.7,8.98,0.66,34.99,1.15,2.72,7.49,5.53,9.23,0.59,33.5,1.23,3.84,6.52
2020-08-12,WSH,NYM,NYM,55.5%,Under 9.5 (-110),Under,9.5,2,61.47%,$117.40,17.40%,38.53%,$73.50,-26.50%,NYM -1.5 (+164),Home,-1.5,1,62.09%,$93.80,-6.20%,37.91%,$100.10,0.10%,NYM -122,Home,,1,44.53%,$91.70,-8.30%,55.47%,$100.90,0.90%,1,4.09,8.83,0.61,35.18,0.91,3.25,8.47,4.38,9.05,0.61,33.89,1.16,3.15,6.7
2020-08-12,MIN,MIL,MIN,53.5%,No Pick,No Pick,,No Pick,55.30%,$98.50,-1.50%,44.70%,$91.20,-8.80%,MIL +1.5 (-138),Home,1.5,1,41.89%,$91.30,-8.70%,58.11%,$100.20,0.20%,MIL +118,Home,,1,53.54%,$92.90,-7.10%,46.46%,$101.30,1.30%,1,4.86,8.7,0.54,34.85,1.11,3.42,7.77,4.32,8.38,0.65,33.28,0.95,2.79,7.72
2020-08-12,SF,HOU,HOU,68.7%,Over 9.0 (-102),Over,9.0,1,41.10%,$84.60,-15.40%,47.97%,$106.70,6.70%,HOU -1.5 (+102),Home,-1.5,1,48.01%,$88.00,-12.00%,51.99%,$105.00,5.00%,HOU -190,Home,,1,31.30%,$82.60,-17.40%,68.70%,$104.90,4.90%,1,3.97,8.58,0.65,34.49,0.94,2.37,7.35,5.59,9.03,0.51,33.08,1.26,3.92,6.18
2020-08-12,TB,BOS,TB,63.1%,Over 9.0 (-122),Over,9.0,2,35.81%,$80.10,-19.90%,53.56%,$109.10,9.10%,TB -1.5 (-102),Away,-1.5,1,52.18%,$103.30,3.30%,47.82%,$89.00,-11.00%,TB -160,Away,,1,63.11%,$102.60,2.60%,36.89%,$87.80,-12.20%,1,5.82,9.73,0.59,35.74,1.19,3.61,7.42,4.37,8.17,0.71,33.47,0.99,2.79,8.76
2020-08-12,SEA,TEX,TEX,57.0%,Over 9.0 (-102),Over,9.0,1,43.20%,$89.00,-11.00%,45.83%,$101.90,1.90%,No Pick,No Pick,,No Pick,60.51%,$94.90,-5.10%,39.49%,$97.90,-2.10%,TEX -122,Home,,1,42.99%,$88.60,-11.40%,57.01%,$103.70,3.70%,1,4.44,8.62,0.68,34.64,0.98,3.38,7.78,4.88,8.88,0.57,33.47,1.2,3.34,6.47
2020-08-12,SD,LAD,LAD,60.6%,Under 9.0 (+100),Under,9.0,2,50.36%,$113.00,13.00%,38.80%,$79.20,-20.80%,No Pick,No Pick,,No Pick,56.77%,$96.20,-3.80%,43.23%,$96.00,-4.00%,No Pick,No Pick,,No Pick,39.42%,$94.60,-5.40%,60.58%,$98.00,-2.00%,1,3.86,8.43,0.64,34.57,0.98,2.88,7.47,4.64,9.09,0.54,33.71,1.13,3.08,6.61
2020-08-13,WSH,NYM,NYM,50.9%,Over 9.0 (-104),Over,9.0,1,42.59%,$88.40,-11.60%,46.44%,$102.30,2.30%,WSH +1.5 (-188),Away,1.5,1,66.67%,$102.10,2.10%,33.33%,$86.00,-14.00%,WSH +116,Away,,1,49.14%,$106.10,6.10%,50.86%,$89.40,-10.60%,1,4.76,9.43,0.62,35.51,1.15,3.32,7.6,4.63,9.18,0.6,33.89,1.31,3.11,6.82
2020-08-13,BAL,PHI,PHI,55.5%,Over 9.5 (-102),Over,9.5,2,43.59%,$79.90,-20.10%,56.41%,$111.70,11.70%,BAL +1.5 (-108),Away,1.5,3,62.10%,$119.60,19.60%,37.90%,$73.00,-27.00%,BAL +180,Away,,2,44.54%,$124.70,24.70%,55.46%,$81.90,-18.10%,1,5.11,9.41,0.62,35.57,1.18,2.85,7.49,5.41,9.4,0.7,33.98,1.4,2.89,6.02
2020-08-13,TB,BOS,TB,65.7%,Over 9.0 (-120),Over,9.0,2,36.41%,$80.70,-19.30%,52.92%,$108.60,8.60%,TB -1.5 (+100),Away,-1.5,1,54.97%,$109.90,9.90%,45.03%,$83.20,-16.80%,TB -154,Away,,2,65.69%,$108.30,8.30%,34.31%,$80.30,-19.70%,1,5.92,9.63,0.61,35.57,1.36,3.87,7.57,4.2,8.13,0.69,33.4,0.95,2.82,8.91
2020-08-13,PIT,CIN,CIN,65.0%,No Pick,No Pick,,No Pick,45.02%,$96.60,-3.40%,44.00%,$94.40,-5.60%,CIN -1.5 (+116),Home,-1.5,1,51.97%,$90.20,-9.80%,48.03%,$103.70,3.70%,CIN -180,Home,,1,34.96%,$89.50,-10.50%,65.04%,$101.20,1.20%,1,3.94,8.23,0.63,34.5,0.78,2.48,7.96,5.17,8.89,0.69,33.18,1.06,3.33,6.44
2020-08-13,MIL,CHC,CHC,65.6%,Over 8.5 (-105),Over,8.5,1,44.44%,$83.10,-16.90%,55.56%,$108.50,8.50%,CHC -1.5 (+108),Home,-1.5,1,51.36%,$92.10,-7.90%,48.64%,$101.20,1.20%,CHC -180,Home,,1,34.39%,$87.40,-12.60%,65.61%,$102.10,2.10%,1,3.94,8.21,0.64,34.4,0.86,2.62,8.54,5.23,9.13,0.53,33.19,1.07,3.34,6.23
2020-08-13,SD,LAD,LAD,55.7%,Under 8.5 (-110),Under,8.5,1,53.50%,$102.10,2.10%,46.50%,$88.80,-11.20%,No Pick,No Pick,,No Pick,61.83%,$99.50,-0.50%,38.17%,$90.90,-9.10%,No Pick,No Pick,,No Pick,44.27%,$98.30,-1.70%,55.73%,$95.50,-4.50%,1,3.91,8.37,0.57,34.62,0.96,3.0,8.01,4.24,8.68,0.5,33.38,1.11,2.92,7.22
2020-08-14,BAL,WSH,WSH,61.7%,Under 8.5 (-106),Under,8.5,3,61.96%,$120.40,20.40%,38.04%,$71.40,-28.60%,BAL +1.5 (+102),Away,1.5,2,55.60%,$112.30,12.30%,44.40%,$81.40,-18.60%,BAL +205,Away,,1,38.33%,$116.90,16.90%,61.67%,$87.40,-12.60%,1,3.14,6.6,0.48,26.93,0.66,2.03,6.2,4.03,6.89,0.5,25.65,1.09,2.48,5.01
