,date,away,home,winner,home_runs,away_runs,total,home_wins,home_losses,home_win_perc,away_wins,away_losses,away_win_perc,home_cli,away_cli,game
86,2015-04-12,SEA,OAK,SEA,7.0,8.0,15.0,3.0,3.0,0.5,2.0,3.0,0.4,1.05,1.03,1
84,2015-04-12,BOS,NYY,NYY,14.0,4.0,18.0,1.0,4.0,0.2,4.0,1.0,0.8,0.86,1.19,1
80,2015-04-12,KC,LAA,KC,2.0,9.0,11.0,2.0,3.0,0.4,5.0,0.0,1.0,0.93,1.1,1
82,2015-04-12,LAD,ARI,LAD,4.0,7.0,11.0,3.0,2.0,0.6,2.0,3.0,0.4,1.05,0.99,1
81,2015-04-12,CHC,COL,CHC,5.0,6.0,11.0,4.0,1.0,0.8,2.0,2.0,0.5,1.08,0.99,1
83,2015-04-12,TB,MIA,TB,5.0,8.0,13.0,1.0,4.0,0.2,2.0,3.0,0.4,0.76,0.87,1
79,2015-04-12,HOU,TEX,HOU,4.0,6.0,10.0,3.0,3.0,0.5,2.0,3.0,0.4,1.12,1.02,1
78,2015-04-12,STL,CIN,STL,5.0,7.0,12.0,4.0,1.0,0.8,2.0,2.0,0.5,1.22,1.13,1
77,2015-04-12,SF,SD,SD,6.0,4.0,10.0,3.0,3.0,0.5,3.0,3.0,0.5,1.03,1.09,1
76,2015-04-12,MIN,CHW,CHW,6.0,2.0,8.0,1.0,4.0,0.2,1.0,4.0,0.2,0.81,0.85,1
103,2015-04-13,MIA,ATL,ATL,3.0,2.0,5.0,5.0,1.0,0.8333333333333334,1.0,5.0,0.16666666666666666,1.25,0.89,1
102,2015-04-13,KC,MIN,KC,3.0,12.0,15.0,1.0,5.0,0.16666666666666666,6.0,0.0,1.0,0.84,1.25,1
101,2015-04-13,SEA,LAD,LAD,6.0,5.0,11.0,3.0,3.0,0.5,3.0,3.0,0.5,0.91,0.95,1
100,2015-04-13,ARI,SD,ARI,4.0,8.0,12.0,4.0,3.0,0.5714285714285714,3.0,3.0,0.5,1.15,1.05,1
99,2015-04-13,WSH,BOS,BOS,9.0,4.0,13.0,4.0,2.0,0.6666666666666666,2.0,4.0,0.3333333333333333,1.01,0.83,1
98,2015-04-13,PHI,NYM,NYM,2.0,0.0,2.0,3.0,3.0,0.5,3.0,3.0,0.5,1.1,1.1,1
104,2015-04-13,OAK,HOU,OAK,1.0,8.0,9.0,3.0,3.0,0.5,3.0,4.0,0.42857142857142855,1.12,1.06,1
96,2015-04-13,NYY,BAL,NYY,5.0,6.0,11.0,3.0,3.0,0.5,2.0,4.0,0.3333333333333333,1.02,0.9,1
95,2015-04-13,LAA,TEX,LAA,3.0,6.0,9.0,3.0,4.0,0.42857142857142855,2.0,4.0,0.3333333333333333,1.03,1.03,1
94,2015-04-13,TB,TOR,TB,1.0,2.0,3.0,4.0,2.0,0.6666666666666666,3.0,3.0,0.5,1.16,1.07,1
93,2015-04-13,COL,SF,COL,0.0,2.0,2.0,3.0,4.0,0.42857142857142855,4.0,2.0,0.6666666666666666,1.02,1.11,1
92,2015-04-13,DET,PIT,PIT,5.0,4.0,9.0,2.0,4.0,0.3333333333333333,6.0,0.0,1.0,0.86,1.1,1
91,2015-04-13,MIL,STL,MIL,4.0,5.0,9.0,3.0,2.0,0.6,1.0,5.0,0.16666666666666666,1.15,0.85,1
97,2015-04-13,CIN,CHC,CHC,7.0,6.0,13.0,3.0,2.0,0.6,4.0,2.0,0.6666666666666666,1.13,1.16,1
117,2015-04-14,SEA,LAD,LAD,6.0,5.0,11.0,4.0,3.0,0.5714285714285714,3.0,4.0,0.42857142857142855,0.96,0.92,1
116,2015-04-14,LAA,TEX,TEX,8.0,2.0,10.0,3.0,5.0,0.375,3.0,4.0,0.42857142857142855,1.02,1.08,1
115,2015-04-14,NYY,BAL,BAL,4.0,3.0,7.0,3.0,4.0,0.42857142857142855,3.0,4.0,0.42857142857142855,0.94,0.98,1
114,2015-04-14,CIN,CHC,CIN,2.0,3.0,5.0,4.0,2.0,0.6666666666666666,4.0,3.0,0.5714285714285714,1.18,1.17,1
113,2015-04-14,OAK,HOU,OAK,0.0,4.0,4.0,3.0,4.0,0.42857142857142855,4.0,4.0,0.5,1.1,1.14,1
112,2015-04-14,CHW,CLE,CHW,1.0,4.0,5.0,2.0,4.0,0.3333333333333333,2.0,4.0,0.3333333333333333,0.89,0.89,1
111,2015-04-14,MIA,ATL,MIA,2.0,8.0,10.0,6.0,1.0,0.8571428571428571,1.0,6.0,0.14285714285714285,1.25,0.82,1
109,2015-04-14,PHI,NYM,NYM,6.0,5.0,11.0,4.0,3.0,0.5714285714285714,3.0,4.0,0.42857142857142855,1.17,1.06,1
108,2015-04-14,WSH,BOS,BOS,8.0,7.0,15.0,5.0,2.0,0.7142857142857143,2.0,5.0,0.2857142857142857,1.03,0.8,1
107,2015-04-14,TB,TOR,TB,2.0,3.0,5.0,4.0,3.0,0.5714285714285714,4.0,3.0,0.5714285714285714,1.12,1.13,1
106,2015-04-14,ARI,SD,SD,5.0,1.0,6.0,4.0,4.0,0.5,4.0,3.0,0.5714285714285714,1.05,1.11,1
105,2015-04-14,DET,PIT,DET,0.0,2.0,2.0,3.0,4.0,0.42857142857142855,6.0,1.0,0.8571428571428571,0.87,1.07,1
110,2015-04-14,COL,SF,COL,1.0,4.0,5.0,3.0,5.0,0.375,5.0,2.0,0.7142857142857143,1.01,1.23,1
127,2015-04-15,WSH,BOS,WSH,5.0,10.0,15.0,6.0,2.0,0.75,2.0,6.0,0.25,1.07,0.78,1
131,2015-04-15,MIA,ATL,MIA,2.0,6.0,8.0,6.0,2.0,0.75,2.0,6.0,0.25,1.23,0.88,1
130,2015-04-15,SEA,LAD,LAD,5.0,2.0,7.0,5.0,3.0,0.625,3.0,5.0,0.375,0.99,0.86,1
129,2015-04-15,CHW,CLE,CLE,4.0,2.0,6.0,2.0,5.0,0.2857142857142857,3.0,4.0,0.42857142857142855,0.81,0.96,1
128,2015-04-15,MIL,STL,STL,4.0,2.0,6.0,3.0,3.0,0.5,2.0,5.0,0.2857142857142857,1.05,0.9,1
132,2015-04-15,NYY,BAL,BAL,7.0,5.0,12.0,4.0,4.0,0.5,3.0,5.0,0.375,0.99,0.91,1
126,2015-04-15,KC,MIN,MIN,3.0,1.0,4.0,1.0,6.0,0.14285714285714285,7.0,0.0,1.0,0.8,1.28,1
122,2015-04-15,PHI,NYM,NYM,6.0,1.0,7.0,5.0,3.0,0.625,3.0,5.0,0.375,1.18,1.0,1
124,2015-04-15,ARI,SD,SD,3.0,2.0,5.0,5.0,4.0,0.5555555555555556,4.0,4.0,0.5,1.09,1.02,1
123,2015-04-15,TB,TOR,TOR,12.0,7.0,19.0,4.0,4.0,0.5,5.0,3.0,0.625,1.05,1.15,1
121,2015-04-15,COL,SF,COL,2.0,4.0,6.0,3.0,6.0,0.3333333333333333,6.0,2.0,0.75,0.94,1.22,1
120,2015-04-15,OAK,HOU,HOU,6.0,1.0,7.0,3.0,5.0,0.375,5.0,4.0,0.5555555555555556,1.02,1.16,1
119,2015-04-15,CIN,CHC,CHC,5.0,0.0,5.0,4.0,3.0,0.5714285714285714,5.0,3.0,0.625,1.13,1.18,1
118,2015-04-15,DET,PIT,DET,0.0,1.0,1.0,3.0,5.0,0.375,7.0,1.0,0.875,0.85,1.12,1
125,2015-04-15,LAA,TEX,LAA,2.0,10.0,12.0,4.0,5.0,0.4444444444444444,3.0,5.0,0.375,1.05,1.01,1
138,2015-04-16,MIA,NYM,NYM,7.0,5.0,12.0,6.0,3.0,0.6666666666666666,3.0,6.0,0.3333333333333333,1.23,0.93,1
137,2015-04-16,KC,MIN,MIN,8.0,5.0,13.0,2.0,6.0,0.25,7.0,1.0,0.875,0.85,1.21,1
136,2015-04-16,PHI,WSH,WSH,5.0,2.0,7.0,3.0,6.0,0.3333333333333333,3.0,6.0,0.3333333333333333,0.86,0.89,1
135,2015-04-16,MIL,STL,STL,4.0,0.0,4.0,4.0,3.0,0.5714285714285714,2.0,6.0,0.25,1.11,0.88,1
134,2015-04-16,TB,TOR,TB,2.0,4.0,6.0,5.0,4.0,0.5555555555555556,5.0,4.0,0.5555555555555556,1.11,1.18,1
133,2015-04-16,ARI,SF,ARI,6.0,7.0,13.0,3.0,7.0,0.3,4.0,5.0,0.4444444444444444,0.8,0.98,1
152,2015-04-17,SD,CHC,SD,4.0,5.0,9.0,5.0,3.0,0.625,6.0,4.0,0.6,1.1,0.99,1
151,2015-04-17,PHI,WSH,WSH,7.0,2.0,9.0,4.0,6.0,0.4,3.0,7.0,0.3,0.94,0.84,1
150,2015-04-17,LAA,HOU,LAA,3.0,6.0,9.0,4.0,5.0,0.4444444444444444,4.0,5.0,0.4444444444444444,1.08,1.14,1
149,2015-04-17,TEX,SEA,TEX,1.0,3.0,4.0,3.0,6.0,0.3333333333333333,4.0,6.0,0.4,0.94,1.05,1
153,2015-04-17,MIA,NYM,NYM,4.0,1.0,5.0,7.0,3.0,0.7,3.0,7.0,0.3,1.29,0.91,1
148,2015-04-17,NYY,TB,NYY,4.0,5.0,9.0,6.0,4.0,0.6,3.0,6.0,0.3333333333333333,1.15,0.89,1
147,2015-04-17,ATL,TOR,ATL,7.0,8.0,15.0,5.0,5.0,0.5,6.0,3.0,0.6666666666666666,0.92,1.1,1
143,2015-04-17,ARI,SF,ARI,0.0,9.0,9.0,3.0,8.0,0.2727272727272727,5.0,5.0,0.5,0.76,0.98,1
145,2015-04-17,BAL,BOS,BOS,3.0,2.0,5.0,6.0,3.0,0.6666666666666666,5.0,4.0,0.5555555555555556,1.25,1.09,1
144,2015-04-17,CLE,MIN,MIN,3.0,2.0,5.0,3.0,6.0,0.3333333333333333,3.0,5.0,0.375,0.8,0.89,1
142,2015-04-17,OAK,KC,KC,6.0,4.0,10.0,7.0,2.0,0.7777777777777778,5.0,5.0,0.5,1.12,1.01,1
141,2015-04-17,CIN,STL,STL,6.0,1.0,7.0,5.0,3.0,0.625,5.0,4.0,0.5555555555555556,1.22,1.18,1
140,2015-04-17,CHW,DET,DET,2.0,1.0,3.0,8.0,1.0,0.8888888888888888,3.0,5.0,0.375,1.31,0.93,1
139,2015-04-17,MIL,PIT,PIT,6.0,3.0,9.0,3.0,6.0,0.3333333333333333,2.0,7.0,0.2222222222222222,0.89,0.75,1
146,2015-04-17,COL,LAD,LAD,7.0,3.0,10.0,6.0,3.0,0.6666666666666666,7.0,2.0,0.7777777777777778,1.23,1.33,1
163,2015-04-18,BAL,BOS,BAL,1.0,4.0,5.0,7.0,3.0,0.7,5.0,5.0,0.5,1.29,1.09,1
168,2015-04-18,MIA,NYM,NYM,5.0,4.0,9.0,8.0,3.0,0.7272727272727273,3.0,8.0,0.2727272727272727,1.22,0.79,1
167,2015-04-18,CHW,DET,CHW,3.0,12.0,15.0,9.0,1.0,0.9,3.0,6.0,0.3333333333333333,1.29,0.92,1
166,2015-04-18,MIL,PIT,PIT,6.0,2.0,8.0,4.0,6.0,0.4,2.0,8.0,0.2,0.95,0.75,1
165,2015-04-18,ATL,TOR,TOR,6.0,5.0,11.0,5.0,6.0,0.4545454545454545,7.0,3.0,0.7,0.9,1.08,1
164,2015-04-18,CIN,STL,STL,5.0,2.0,7.0,6.0,3.0,0.6666666666666666,5.0,5.0,0.5,1.26,1.15,1
162,2015-04-18,COL,LAD,LAD,6.0,3.0,9.0,7.0,3.0,0.7,7.0,3.0,0.7,1.24,1.29,1
155,2015-04-18,LAA,HOU,HOU,4.0,0.0,4.0,4.0,6.0,0.4,5.0,5.0,0.5,1.04,1.21,1
160,2015-04-18,NYY,TB,NYY,0.0,9.0,9.0,6.0,5.0,0.5454545454545454,4.0,6.0,0.4,1.08,0.94,1
159,2015-04-18,SD,CHC,CHC,7.0,6.0,13.0,5.0,4.0,0.5555555555555556,7.0,4.0,0.6363636363636364,1.01,1.03,1
158,2015-04-18,ARI,SF,SF,4.0,1.0,5.0,3.0,9.0,0.25,6.0,5.0,0.5454545454545454,0.68,1.04,1
157,2015-04-18,OAK,KC,OAK,0.0,5.0,5.0,8.0,2.0,0.8,5.0,6.0,0.4545454545454545,1.11,0.97,1
156,2015-04-18,CLE,MIN,CLE,2.0,4.0,6.0,4.0,6.0,0.4,3.0,6.0,0.3333333333333333,0.86,0.78,1
161,2015-04-18,TEX,SEA,SEA,3.0,1.0,4.0,3.0,7.0,0.3,5.0,6.0,0.4545454545454545,0.93,1.08,1
154,2015-04-18,PHI,WSH,PHI,3.0,5.0,8.0,5.0,6.0,0.4545454545454545,3.0,8.0,0.2727272727272727,0.96,0.77,1
183,2015-04-19,SD,CHC,SD,2.0,5.0,7.0,6.0,4.0,0.6,7.0,5.0,0.5833333333333334,1.07,1.08,1
182,2015-04-19,CLE,MIN,MIN,7.0,2.0,9.0,4.0,7.0,0.3636363636363637,4.0,6.0,0.4,0.85,0.87,1
181,2015-04-19,ATL,TOR,ATL,2.0,5.0,7.0,6.0,6.0,0.5,7.0,4.0,0.6363636363636364,0.91,1.06,1
179,2015-04-19,CIN,STL,STL,2.0,1.0,3.0,7.0,3.0,0.7,5.0,6.0,0.4545454545454545,1.35,1.1,1
178,2015-04-19,NYY,TB,NYY,3.0,5.0,8.0,6.0,6.0,0.5,5.0,6.0,0.4545454545454545,1.07,1.01,1
177,2015-04-19,ARI,SF,ARI,1.0,5.0,6.0,4.0,9.0,0.3076923076923077,6.0,6.0,0.5,0.73,0.94,1
176,2015-04-19,MIA,NYM,NYM,7.0,6.0,13.0,9.0,3.0,0.75,3.0,9.0,0.25,1.26,0.76,1
180,2015-04-19,TEX,SEA,SEA,11.0,10.0,21.0,4.0,7.0,0.3636363636363637,5.0,7.0,0.4166666666666667,0.95,1.0,1
174,2015-04-19,COL,LAD,LAD,7.0,0.0,7.0,8.0,3.0,0.7272727272727273,7.0,4.0,0.6363636363636364,1.29,1.25,1
173,2015-04-19,MIL,PIT,PIT,5.0,2.0,7.0,5.0,6.0,0.4545454545454545,2.0,9.0,0.18181818181818185,0.93,0.65,1
172,2015-04-19,LAA,HOU,HOU,4.0,3.0,7.0,5.0,6.0,0.4545454545454545,5.0,6.0,0.4545454545454545,1.08,1.11,1
171,2015-04-19,BAL,BOS,BAL,3.0,8.0,11.0,7.0,4.0,0.6363636363636364,6.0,5.0,0.5454545454545454,1.25,1.13,1
170,2015-04-19,CHW,DET,DET,9.0,1.0,10.0,9.0,2.0,0.8181818181818182,4.0,6.0,0.4,1.3,0.96,1
169,2015-04-19,PHI,WSH,WSH,4.0,1.0,5.0,5.0,7.0,0.4166666666666667,4.0,8.0,0.3333333333333333,0.92,0.85,1
175,2015-04-19,OAK,KC,KC,4.0,2.0,6.0,8.0,3.0,0.7272727272727273,6.0,6.0,0.5,1.13,0.99,1
192,2015-04-20,HOU,SEA,HOU,5.0,7.0,12.0,5.0,7.0,0.4166666666666667,6.0,6.0,0.5,1.04,1.18,1
191,2015-04-20,NYY,DET,DET,2.0,1.0,3.0,10.0,2.0,0.8333333333333334,6.0,6.0,0.5,1.17,1.01,1
190,2015-04-20,CIN,MIL,CIN,1.0,6.0,7.0,2.0,10.0,0.16666666666666666,5.0,7.0,0.4166666666666667,0.59,0.94,1
189,2015-04-20,CLE,CHW,CHW,4.0,3.0,7.0,4.0,7.0,0.3636363636363637,4.0,7.0,0.3636363636363637,0.84,0.79,1
188,2015-04-20,MIN,KC,KC,7.0,1.0,8.0,9.0,3.0,0.75,5.0,7.0,0.4166666666666667,1.25,0.93,1
186,2015-04-20,OAK,LAA,OAK,3.0,6.0,9.0,5.0,7.0,0.4166666666666667,6.0,7.0,0.4615384615384616,1.07,1.13,1
185,2015-04-20,BAL,BOS,BOS,7.0,1.0,8.0,7.0,5.0,0.5833333333333334,7.0,5.0,0.5833333333333334,1.19,1.21,1
184,2015-04-20,CHC,PIT,CHC,2.0,5.0,7.0,6.0,6.0,0.5,6.0,5.0,0.5454545454545454,1.13,1.11,1
187,2015-04-20,SD,COL,SD,3.0,14.0,17.0,7.0,5.0,0.5833333333333334,8.0,5.0,0.6153846153846154,1.16,1.21,1
202,2015-04-21,BAL,TOR,TOR,13.0,6.0,19.0,6.0,7.0,0.4615384615384616,7.0,6.0,0.5384615384615384,1.03,1.1,1
207,2015-04-21,CLE,CHW,CLE,2.0,6.0,8.0,5.0,7.0,0.4166666666666667,4.0,8.0,0.3333333333333333,0.85,0.74,1
206,2015-04-21,LAD,SF,SF,6.0,2.0,8.0,4.0,10.0,0.2857142857142857,9.0,3.0,0.75,0.63,1.16,1
205,2015-04-21,OAK,LAA,LAA,14.0,1.0,15.0,5.0,8.0,0.38461538461538464,7.0,7.0,0.5,1.02,1.14,1
204,2015-04-21,ATL,NYM,NYM,7.0,1.0,8.0,10.0,3.0,0.7692307692307693,8.0,4.0,0.6666666666666666,1.43,1.38,1
203,2015-04-21,MIN,KC,KC,6.0,5.0,11.0,10.0,3.0,0.7692307692307693,5.0,8.0,0.38461538461538464,1.26,0.86,1
200,2015-04-21,BOS,TB,BOS,0.0,1.0,1.0,6.0,7.0,0.4615384615384616,8.0,5.0,0.6153846153846154,1.04,1.24,1
201,2015-04-21,CIN,MIL,CIN,10.0,16.0,26.0,2.0,11.0,0.15384615384615385,6.0,7.0,0.4615384615384616,0.54,0.96,1
198,2015-04-21,STL,WSH,WSH,2.0,1.0,3.0,6.0,7.0,0.4615384615384616,8.0,3.0,0.7272727272727273,0.88,1.14,1
197,2015-04-21,TEX,ARI,TEX,1.0,7.0,8.0,7.0,6.0,0.5384615384615384,5.0,8.0,0.38461538461538464,0.93,0.82,1
196,2015-04-21,NYY,DET,NYY,2.0,5.0,7.0,11.0,2.0,0.8461538461538461,6.0,7.0,0.4615384615384616,1.2,0.94,1
195,2015-04-21,HOU,SEA,HOU,3.0,6.0,9.0,5.0,8.0,0.38461538461538464,7.0,6.0,0.5384615384615384,1.01,1.19,1
194,2015-04-21,SD,COL,SD,6.0,7.0,13.0,7.0,6.0,0.5384615384615384,9.0,5.0,0.6428571428571429,1.13,1.29,1
193,2015-04-21,CHC,PIT,CHC,8.0,9.0,17.0,6.0,7.0,0.4615384615384616,7.0,5.0,0.5833333333333334,1.07,1.18,1
199,2015-04-21,MIA,PHI,PHI,7.0,3.0,10.0,4.0,9.0,0.3076923076923077,3.0,10.0,0.2307692307692308,0.74,0.62,1
221,2015-04-22,ATL,NYM,NYM,3.0,2.0,5.0,11.0,3.0,0.7857142857142857,8.0,5.0,0.6153846153846154,1.54,1.42,1
222,2015-04-22,CIN,MIL,CIN,1.0,2.0,3.0,2.0,12.0,0.14285714285714285,7.0,7.0,0.5,0.49,1.01,1
220,2015-04-22,STL,WSH,STL,5.0,7.0,12.0,7.0,7.0,0.5,8.0,4.0,0.6666666666666666,0.96,1.15,1
219,2015-04-22,SD,COL,COL,5.0,4.0,9.0,7.0,7.0,0.5,10.0,5.0,0.6666666666666666,1.1,1.28,1
217,2015-04-22,BOS,TB,TB,7.0,5.0,12.0,6.0,8.0,0.42857142857142855,9.0,5.0,0.6428571428571429,0.99,1.27,1
216,2015-04-22,OAK,LAA,OAK,2.0,9.0,11.0,6.0,8.0,0.42857142857142855,7.0,8.0,0.4666666666666667,1.07,1.11,1
215,2015-04-22,NYY,DET,NYY,4.0,13.0,17.0,11.0,3.0,0.7857142857142857,7.0,7.0,0.5,1.17,0.99,1
218,2015-04-22,CLE,CHW,CHW,6.0,0.0,6.0,5.0,8.0,0.38461538461538464,5.0,8.0,0.38461538461538464,0.81,0.82,1
213,2015-04-22,LAD,SF,SF,3.0,2.0,5.0,5.0,10.0,0.3333333333333333,9.0,4.0,0.6923076923076923,0.76,1.2,1
212,2015-04-22,MIA,PHI,MIA,1.0,6.0,7.0,5.0,9.0,0.35714285714285715,3.0,11.0,0.21428571428571427,0.78,0.53,1
211,2015-04-22,CHC,PIT,PIT,4.0,3.0,7.0,6.0,8.0,0.42857142857142855,8.0,5.0,0.6153846153846154,1.01,1.2,1
210,2015-04-22,BAL,TOR,TOR,4.0,2.0,6.0,7.0,7.0,0.5,7.0,7.0,0.5,1.04,1.05,1
209,2015-04-22,TEX,ARI,ARI,8.0,5.0,13.0,7.0,7.0,0.5,6.0,8.0,0.42857142857142855,0.9,0.9,1
208,2015-04-22,HOU,SEA,SEA,3.0,2.0,5.0,5.0,9.0,0.35714285714285715,8.0,6.0,0.5714285714285714,0.9,1.17,1
214,2015-04-22,MIN,KC,MIN,0.0,3.0,3.0,11.0,3.0,0.7857142857142857,5.0,9.0,0.35714285714285715,1.29,0.82,1
234,2015-04-23,ATL,NYM,NYM,6.0,3.0,9.0,12.0,3.0,0.8,8.0,6.0,0.5714285714285714,1.48,1.32,1
233,2015-04-23,NYY,DET,NYY,1.0,2.0,3.0,11.0,4.0,0.7333333333333333,8.0,7.0,0.5333333333333333,1.14,1.03,1
232,2015-04-23,BOS,TB,TB,2.0,1.0,3.0,7.0,8.0,0.4666666666666667,9.0,6.0,0.6,1.02,1.21,1
231,2015-04-23,SD,COL,COL,2.0,1.0,3.0,8.0,7.0,0.5333333333333333,10.0,6.0,0.625,1.17,1.27,1
230,2015-04-23,BAL,TOR,TOR,7.0,6.0,13.0,8.0,7.0,0.5333333333333333,7.0,8.0,0.4666666666666667,1.06,1.01,1
229,2015-04-23,MIA,PHI,MIA,1.0,9.0,10.0,5.0,10.0,0.3333333333333333,4.0,11.0,0.26666666666666666,0.66,0.61,1
226,2015-04-23,CHC,PIT,PIT,5.0,4.0,9.0,7.0,8.0,0.4666666666666667,8.0,6.0,0.5714285714285714,1.03,1.23,1
227,2015-04-23,KC,CHW,KC,2.0,3.0,5.0,6.0,8.0,0.42857142857142855,11.0,4.0,0.7333333333333333,0.98,1.36,1
225,2015-04-23,OAK,LAA,LAA,2.0,0.0,2.0,6.0,9.0,0.4,8.0,8.0,0.5,1.04,1.17,1
224,2015-04-23,STL,WSH,STL,1.0,4.0,5.0,7.0,8.0,0.4666666666666667,9.0,4.0,0.6923076923076923,0.91,1.16,1
223,2015-04-23,CIN,MIL,MIL,4.0,2.0,6.0,2.0,13.0,0.13333333333333333,8.0,7.0,0.5333333333333333,0.43,1.07,1
228,2015-04-23,LAD,SF,SF,3.0,2.0,5.0,6.0,10.0,0.375,9.0,5.0,0.6428571428571429,0.8,1.18,1
245,2015-04-24,NYM,NYY,NYY,6.0,1.0,7.0,9.0,7.0,0.5625,13.0,3.0,0.8125,1.05,1.16,1
246,2015-04-24,CLE,DET,CLE,1.0,13.0,14.0,11.0,5.0,0.6875,5.0,9.0,0.35714285714285715,1.26,0.86,1
244,2015-04-24,MIN,SEA,SEA,2.0,0.0,2.0,6.0,9.0,0.4,6.0,9.0,0.4,0.83,0.76,1
249,2015-04-24,HOU,OAK,HOU,4.0,5.0,9.0,8.0,9.0,0.4705882352941176,8.0,7.0,0.5333333333333333,1.18,1.25,1
248,2015-04-24,ATL,PHI,PHI,1.0,0.0,1.0,5.0,11.0,0.3125,8.0,7.0,0.5333333333333333,0.73,1.08,1
247,2015-04-24,WSH,MIA,MIA,3.0,2.0,5.0,5.0,11.0,0.3125,7.0,9.0,0.4375,0.65,0.86,1
243,2015-04-24,KC,CHW,CHW,3.0,2.0,5.0,6.0,9.0,0.4,12.0,4.0,0.75,0.86,1.32,1
236,2015-04-24,BOS,BAL,BOS,5.0,7.0,12.0,7.0,9.0,0.4375,9.0,7.0,0.5625,0.96,1.15,1
241,2015-04-24,LAD,SD,LAD,0.0,3.0,3.0,10.0,7.0,0.5882352941176471,9.0,6.0,0.6,1.26,1.29,1
240,2015-04-24,CHC,CIN,CHC,3.0,7.0,10.0,8.0,8.0,0.5,8.0,7.0,0.5333333333333333,1.15,1.12,1
239,2015-04-24,PIT,ARI,PIT,1.0,4.0,5.0,8.0,7.0,0.5333333333333333,8.0,8.0,0.5,1.01,0.97,1
238,2015-04-24,TEX,LAA,LAA,3.0,2.0,5.0,7.0,9.0,0.4375,6.0,9.0,0.4,1.02,1.01,1
237,2015-04-24,TOR,TB,TB,12.0,3.0,15.0,8.0,8.0,0.5,9.0,7.0,0.5625,1.08,1.12,1
235,2015-04-24,STL,MIL,STL,0.0,3.0,3.0,3.0,13.0,0.1875,10.0,4.0,0.7142857142857143,0.48,1.21,1
242,2015-04-24,SF,COL,COL,6.0,4.0,10.0,9.0,7.0,0.5625,7.0,10.0,0.4117647058823529,1.13,0.84,1
262,2015-04-25,WSH,MIA,MIA,8.0,0.0,8.0,6.0,11.0,0.35294117647058826,7.0,10.0,0.4117647058823529,0.76,0.87,1
261,2015-04-25,CLE,DET,DET,4.0,1.0,5.0,11.0,6.0,0.6470588235294118,6.0,9.0,0.4,1.25,0.95,1
260,2015-04-25,PIT,ARI,PIT,1.0,2.0,3.0,8.0,8.0,0.5,9.0,8.0,0.5294117647058824,0.96,0.99,1
259,2015-04-25,TEX,LAA,LAA,4.0,1.0,5.0,8.0,9.0,0.4705882352941176,6.0,10.0,0.375,1.08,0.96,1
258,2015-04-25,ATL,PHI,ATL,2.0,5.0,7.0,6.0,11.0,0.35294117647058826,8.0,8.0,0.5,0.75,1.05,1
257,2015-04-25,NYM,NYY,NYM,2.0,8.0,10.0,10.0,7.0,0.5882352941176471,13.0,4.0,0.7647058823529411,1.08,1.17,1
255,2015-04-25,BOS,BAL,BAL,5.0,4.0,9.0,7.0,10.0,0.4117647058823529,10.0,7.0,0.5882352941176471,0.89,1.23,1
254,2015-04-25,HOU,OAK,HOU,3.0,9.0,12.0,8.0,10.0,0.4444444444444444,9.0,7.0,0.5625,1.04,1.19,1
253,2015-04-25,TOR,TB,TB,4.0,2.0,6.0,9.0,8.0,0.5294117647058824,9.0,8.0,0.5294117647058824,1.15,1.13,1
252,2015-04-25,LAD,SD,LAD,8.0,11.0,19.0,10.0,8.0,0.5555555555555556,10.0,6.0,0.625,1.22,1.3,1
251,2015-04-25,SF,COL,SF,4.0,5.0,9.0,10.0,7.0,0.5882352941176471,7.0,11.0,0.3888888888888889,1.15,0.82,1
250,2015-04-25,MIN,SEA,MIN,5.0,8.0,13.0,7.0,9.0,0.4375,6.0,10.0,0.375,0.88,0.76,1
256,2015-04-25,STL,MIL,STL,3.0,5.0,8.0,3.0,14.0,0.17647058823529413,11.0,4.0,0.7333333333333333,0.45,1.23,1
271,2015-04-26,ATL,PHI,PHI,5.0,4.0,9.0,6.0,12.0,0.3333333333333333,9.0,8.0,0.5294117647058824,0.67,1.05,1
275,2015-04-26,LAD,SD,SD,3.0,1.0,4.0,10.0,9.0,0.5263157894736842,11.0,6.0,0.6470588235294118,1.17,1.32,1
274,2015-04-26,PIT,ARI,PIT,0.0,8.0,8.0,8.0,9.0,0.4705882352941176,10.0,8.0,0.5555555555555556,0.88,1.05,1
273,2015-04-26,CHC,CIN,CHC,2.0,5.0,7.0,8.0,9.0,0.4705882352941176,9.0,7.0,0.5625,0.97,1.13,1
272,2015-04-26,WSH,MIA,MIA,6.0,2.0,8.0,7.0,11.0,0.3888888888888889,7.0,11.0,0.3888888888888889,0.8,0.82,1
270,2015-04-26,NYM,NYY,NYY,6.0,4.0,10.0,10.0,8.0,0.5555555555555556,14.0,4.0,0.7777777777777778,1.05,1.17,1
276,2015-04-26,TOR,TB,TB,5.0,1.0,6.0,10.0,8.0,0.5555555555555556,9.0,9.0,0.5,1.17,1.11,1
268,2015-04-26,BOS,BAL,BAL,18.0,7.0,25.0,8.0,10.0,0.4444444444444444,10.0,8.0,0.5555555555555556,0.93,1.21,1
267,2015-04-26,KC,CHW,CHW,5.0,3.0,8.0,7.0,9.0,0.4375,12.0,5.0,0.7058823529411765,0.98,1.32,1
266,2015-04-26,CLE,DET,DET,8.0,6.0,14.0,12.0,6.0,0.6666666666666666,6.0,10.0,0.375,1.26,0.85,1
